pair,category,metric_a,metric_b,metric_c,mi,network
"('GruntingReport', 'RUQO2')",no_edge,0.6370099821099036,0.43127586169571425,0.10272689584283012,0.00035628678739668684,child
"('GruntingReport', 'Sick')",no_edge,0.071805842758347,0.07874899344223844,0.0,0.011521537567726892,child
"('GruntingReport', 'XrayReport')",no_edge,1.3671318068975518,0.6194082631525488,0.06719436710790799,0.011889831214864907,child
"('HypDistrib', 'HypoxiaInO2')",no_edge,0.9097438057198857,0.6583276123691074,0.8336889196674385,0.007122394322087847,child
"('HypDistrib', 'LVH')",no_edge,0.3952684471933189,0.4556797448829291,0.0,0.0002781635874379157,child
"('HypDistrib', 'LVHreport')",no_edge,0.41985822862468103,0.47068476693426314,0.0,3.7942238544266815e-05,child
"('HypDistrib', 'LowerBodyO2')",mec_edge,0.9764133998471971,0.6740528757760126,0.7886922262847443,0.003402740672981925,child
"('HypDistrib', 'LungFlow')",no_edge,1.0233522743015873,0.6842832274036982,0.6755487491421804,0.0015502335771423459,child
"('HypDistrib', 'LungParench')",no_edge,0.6621226455174656,0.5837381811234497,0.4922505109873154,0.000711461908136507,child
"('HypDistrib', 'RUQO2')",no_edge,1.0048784913563595,0.6803344522542069,0.024811541635616115,0.004636621407735977,child
"('HypDistrib', 'Sick')",no_edge,0.439674352004803,0.4821879575909836,0.0,0.00021832936684910986,child
"('HypDistrib', 'XrayReport')",no_edge,1.7350003161440077,0.786078947889196,0.04777180132761483,0.0004081861659117128,child
"('HypoxiaInO2', 'LVH')",no_edge,0.5144753585265662,0.3722952904675454,0.001897695683731278,0.008491534381819182,child
"('HypoxiaInO2', 'LVHreport')",no_edge,0.4898855770952043,0.35450112468526007,0.00876555793508513,0.007621732490094707,child
"('HypoxiaInO2', 'LowerBodyO2')",mec_edge,0.06666959412731166,0.04602439054540475,2.575014250628349e-06,0.09086973885827915,child
"('HypoxiaInO2', 'LungFlow')",no_edge,0.11360846858170226,0.07596638175699037,0.0013171858274478808,0.0462069976438616,child
"('HypoxiaInO2', 'LungParench')",mec_edge,0.2476211602024203,0.17918874098750467,0.010630963120618925,0.00528882041820343,child
"('HypoxiaInO2', 'RUQO2')",mec_edge,0.09513468563647387,0.06440918459256165,6.33642329088815e-07,0.10044800832228241,child
"('HypoxiaInO2', 'Sick')",no_edge,0.4700694537150827,0.34016137198870366,0.12965668549566406,0.0014428407738496796,child
"('HypoxiaInO2', 'XrayReport')",no_edge,0.8252565104241223,0.3739000871738509,0.02356686417871589,0.01959679226169528,child
"('LVH', 'LVHreport')",mec_edge,0.024589781431362034,0.027566532588626128,0.8729806378341289,0.4139817635073848,child
"('LVH', 'LowerBodyO2')",no_edge,0.5811449526538779,0.40118501716625693,0.3714127749943825,0.0004553749161155529,child
"('LVH', 'LungFlow')",no_edge,0.6280838271082685,0.41997974606254856,2.2257783524987736e-20,0.045998316959800875,child
"('LVH', 'LungParench')",no_edge,0.26685419832414614,0.23526303685498182,0.027950248315273166,0.003499737594433408,child
"('LVH', 'RUQO2')",no_edge,0.6096100441630405,0.41272523897344154,0.11901762752356257,0.004482630858630043,child
"('LVH', 'Sick')",no_edge,0.044405904811483876,0.04869966248519118,0.0,2.7297399848580373e-06,child
"('LVH', 'XrayReport')",no_edge,1.3397318689506887,0.6069941360811669,3.51644974568484e-06,0.013883434427528318,child
"('LVHreport', 'LowerBodyO2')",no_edge,0.556555171222516,0.3842098170193652,0.5618226006452758,0.0010842508825066322,child
"('LVHreport', 'LungFlow')",no_edge,0.6034940456769065,0.40353733867112757,9.308617491747433e-17,0.03664553249045786,child
"('LVHreport', 'LungParench')",no_edge,0.24226441689278455,0.21358428234606688,0.3107831175912132,0.0009832431958467641,child
"('LVHreport', 'RUQO2')",no_edge,0.5850202627316783,0.3960771808996981,0.11723279716521386,0.00596924560193321,child
"('LVHreport', 'Sick')",no_edge,0.019816123380122064,0.021732211616308953,0.0,9.279022211192145e-05,child
"('LVHreport', 'XrayReport')",no_edge,1.3151420875193267,0.595853210436064,2.4739781429247266e-05,0.012077747306006414,child
"('LowerBodyO2', 'LungFlow')",no_edge,0.04693887445439038,0.031386537469971575,0.004581938239688221,0.0031435949558657472,child
"('LowerBodyO2', 'LungParench')",no_edge,0.3142907543297315,0.2169660789363611,0.2784106943559078,0.002024386535092057,child
"('LowerBodyO2', 'RUQO2')",no_edge,0.028465091509162432,0.019271765299814964,0.03950539990275373,0.012987053270276883,child
"('LowerBodyO2', 'Sick')",no_edge,0.5367390478423939,0.37053004270123957,0.6601266395155616,0.002531394269254944,child
"('LowerBodyO2', 'XrayReport')",no_edge,0.7585869162968109,0.3436940036820213,0.03653600629796183,0.0026297715583332576,child
"('LungFlow', 'LungParench')",no_edge,0.36122962878412235,0.24154280244008378,1.8910025549113413e-07,0.021947055614276526,child
"('LungFlow', 'RUQO2')",no_edge,0.018473782945228168,0.012352833069866875,0.4725605067094733,0.008268646524390189,child
"('LungFlow', 'Sick')",no_edge,0.5836779222967843,0.3902869251022185,6.0468814349518735e-06,0.011072379699136381,child
"('LungFlow', 'XrayReport')",no_edge,0.7116480418424203,0.32242734412992713,0.8074205724417035,0.22261241785819186,child
"('LungParench', 'RUQO2')",no_edge,0.34275584583889396,0.2320565248848934,0.058269968307766096,0.000706254869964118,child
"('LungParench', 'Sick')",no_edge,0.2224482935126626,0.19611406304887014,5.050002679112921e-07,0.015030860144481573,child
"('LungParench', 'XrayReport')",no_edge,1.072877670626542,0.48609014228555497,6.492500441575587e-08,0.1040305393500669,child
"('RUQO2', 'Sick')",no_edge,0.5652041393515566,0.38266103998158585,0.07972573795217885,0.00016059538514448524,child
"('RUQO2', 'XrayReport')",no_edge,0.7301218247876484,0.3307972860405965,0.29098621796491364,0.003795529575984946,child
"('Sick', 'XrayReport')",no_edge,1.295325964139205,0.5868750925228016,0.010625931435968206,0.007382024879908897,child
"('Accident', 'Age')",no_edge,0.07558904156688517,0.055007637325908014,0.8672640746347277,0.02462699414988148,insurance
"('Accident', 'Airbag')",no_edge,0.3089788306526877,0.23793842337642265,0.03908901589056267,0.009577615052443464,insurance
"('Accident', 'AntiTheft')",no_edge,0.31316088359214456,0.24115893877804118,0.00021851373805165428,0.009808481521693974,insurance
"('Accident', 'Antilock')",mec_edge,0.5532780373116789,0.4260683607632692,0.6966090626783721,0.008654200250238206,insurance
"('Accident', 'CarValue')",no_edge,0.5504734579907296,0.29770773714875914,0.035303424026718835,0.009658857481570225,insurance
"('Accident', 'Cushioning')",no_edge,0.6524931473623738,0.3344301633461586,0.17113317901944422,0.005299100109825587,insurance
"('Accident', 'DrivHist')",no_edge,0.03762375093051995,0.02815748359711174,6.168382670505986e-48,0.1435558415958689,insurance
"('Accident', 'DrivQuality')",pc_solved,0.22718474457035032,0.14890026620382352,3.7005470916132684e-45,0.28455329662175244,insurance
"('Accident', 'DrivingSkill')",no_edge,0.09481543016739025,0.06804698562972614,8.442988777940389e-35,0.21184340300625693,insurance
"('Accident', 'GoodStudent')",no_edge,1.079688625335732,0.8314466357037025,0.009722413124067832,0.00399954845137953,insurance
"('Accident', 'HomeBase')",no_edge,0.5657273283104047,0.3034539751005143,0.03695279543371739,0.011945793217807657,insurance
"('Accident', 'ILiCost')",mec_edge,1.0522390254586846,0.8103082473446631,0.2669324788909716,0.05713822583603795,insurance
"('Accident', 'MakeModel')",no_edge,0.5299168593032877,0.2898122639431113,0.19155105491239854,0.007055314127026452,insurance
"('Accident', 'MedCost')",mec_edge,0.8294517206468494,0.638744195712929,0.2663589858883128,0.11833954500509447,insurance
"('Accident', 'Mileage')",mec_edge,0.38795103788748553,0.23003085530718978,0.026950663182761438,0.01663176779399369,insurance
"('Accident', 'OtherCar')",no_edge,0.40771505527129914,0.31397321697786706,0.3756109786105235,0.0003795780500616547,insurance
"('Accident', 'OtherCarCost')",mec_edge,0.5458317547706293,0.42033412737229525,2.4798204110126682e-06,0.3026007354575258,insurance
"('Accident', 'PropCost')",no_edge,0.1341687338493429,0.09364517913504614,2.887295796854881e-20,0.2836357883276757,insurance
"('Accident', 'RiskAversion')",no_edge,0.3517823627139005,0.21315638288507224,0.3958053900319961,0.0194476490191327,insurance
"('Accident', 'RuggedAuto')",no_edge,0.16006372893082177,0.10973565602917437,0.09803384947900162,0.002055418194558241,insurance
"('Accident', 'SeniorTrain')",no_edge,0.7013813066209588,0.540119729013657,2.5627956272448566e-07,0.021017959587769718,insurance
"('Accident', 'SocioEcon')",no_edge,0.27860537167144894,0.17664872336689472,0.10011896750332983,0.006644181023591737,insurance
"('Accident', 'Theft')",no_edge,1.2691023000298212,0.9773103216638138,0.5527423676229922,0.0012223220936579847,insurance
"('Accident', 'ThisCarCost')",no_edge,0.4559720342249039,0.3511349521843693,8.483012144477896e-22,0.37243857889089244,insurance
"('Accident', 'ThisCarDam')",mec_edge,0.06199839564807841,0.047743725617737855,3.5412462617945793e-121,0.6772550526638197,insurance
"('Accident', 'VehicleYear')",no_edge,0.361847541566535,0.27865156121247375,0.1651404649320141,0.005255475897582601,insurance
"('Age', 'Airbag')",no_edge,0.3845678722195731,0.27985763020334203,0.8047605742746659,0.002806674123605829,insurance
"('Age', 'AntiTheft')",no_edge,0.38874992515902984,0.28290099266174584,0.05472650015983966,0.04008978148123514,insurance
"('Age', 'Antilock')",no_edge,0.6288670788785643,0.4576389842242672,0.4698142366846256,0.0010499756532518917,insurance
"('Age', 'CarValue')",no_edge,0.47488441642384416,0.2568275780939336,0.27172114610086473,0.0050655876574695925,insurance
"('Age', 'Cushioning')",no_edge,0.5769041057954889,0.29568760241570075,0.06152320049863991,0.0021351408214254908,insurance
"('Age', 'DrivHist')",no_edge,0.03796529063636567,0.027628091255132162,0.40436662102148635,0.03732863696584328,insurance
"('Age', 'DrivQuality')",no_edge,0.15159570300346537,0.09935808223065724,0.00048827089820145794,0.0378738284955394,insurance
"('Age', 'DrivingSkill')",mec_edge,0.019226388600505073,0.01379836368933187,0.14575138601034776,0.03393808911601524,insurance
"('Age', 'GoodStudent')",pc_solved,1.1552776669026175,0.8407183580369749,1.0045213033817498e-05,0.06370060070382706,insurance
"('Age', 'HomeBase')",no_edge,0.4901382867435191,0.26290830231851325,0.21760797827762435,0.021980926810546697,insurance
"('Age', 'ILiCost')",no_edge,1.1278280670255696,0.8207427424784438,0.32040665121539064,0.006664043139146222,insurance
"('Age', 'MakeModel')",no_edge,0.4543278177364023,0.24847251246852933,0.03310289672945861,0.00773358281964311,insurance
"('Age', 'MedCost')",mec_edge,0.9050407622137344,0.6586160239770313,0.3248067984118789,0.005296106537981118,insurance
"('Age', 'Mileage')",no_edge,0.31236199632060013,0.18521125132271954,0.007752596956580288,0.0023467498934806805,insurance
"('Age', 'OtherCar')",no_edge,0.4833040968381844,0.3517099294542079,0.12822192598140167,0.0017325399296306554,insurance
"('Age', 'OtherCarCost')",no_edge,0.6214207963375142,0.45222017746400606,0.9559892577839312,0.012070036708746387,insurance
"('Age', 'PropCost')",no_edge,0.05857969228245774,0.04088661806726516,0.25922592083180307,0.010144745827617676,insurance
"('Age', 'RiskAversion')",mec_edge,0.27619332114701534,0.16735452243406798,0.16961307793499963,0.08661888048997399,insurance
"('Age', 'RuggedAuto')",no_edge,0.08447468736393682,0.05791371535363498,0.06019461045049734,0.0014092386600119133,insurance
"('Age', 'SeniorTrain')",pc_solved,0.7769703481878443,0.5654166561734141,2.8641173820843625e-14,0.2644364900867121,insurance
"('Age', 'SocioEcon')",mec_edge,0.20301633010456333,0.12872176627626158,0.18373809345307596,0.008324456429373222,insurance
"('Age', 'Theft')",no_edge,1.3446913415967061,0.9785584272607722,0.4036170874037619,0.0008621415924481525,insurance
"('Age', 'ThisCarCost')",no_edge,0.531561075791789,0.3868274854080695,0.9661689926096846,0.027381832602267155,insurance
"('Age', 'ThisCarDam')",no_edge,0.13758743721496347,0.10012509340027768,0.8114049082122787,0.025914363588593448,insurance
"('Age', 'VehicleYear')",no_edge,0.4374365831334204,0.31833123451890794,0.994843059824797,0.005355621129147559,insurance
"('Airbag', 'AntiTheft')",no_edge,0.004182052939456948,0.004226056660522754,0.0032396821247665697,0.01699062306056731,insurance
"('Airbag', 'Antilock')",no_edge,0.2442992066589914,0.2468697322601976,1.96556831516027e-14,0.1668209834476876,insurance
"('Airbag', 'CarValue')",no_edge,0.8594522886434173,0.4648100509210436,2.879667808473728e-15,0.21404143456992736,insurance
"('Airbag', 'Cushioning')",pc_solved,0.9614719780150613,0.4927948009264768,0.005837152365625864,0.1040401542921611,insurance
"('Airbag', 'DrivHist')",no_edge,0.34660258158320745,0.25939615972019014,0.19950864023245263,0.00022135757819594093,insurance
"('Airbag', 'DrivQuality')",no_edge,0.5361635752230378,0.35140959499937874,0.29050190611308974,0.003117480964861974,insurance
"('Airbag', 'DrivingSkill')",no_edge,0.40379426082007774,0.2897944165298937,0.5899203883225286,0.002916386810667776,insurance
"('Airbag', 'GoodStudent')",no_edge,0.7707097946830446,0.7788192326359016,0.22884753731791954,0.004450252894671554,insurance
"('Airbag', 'HomeBase')",no_edge,0.8747061589630917,0.46918903807421236,2.821031310453289e-05,0.03867762058419352,insurance
"('Airbag', 'ILiCost')",no_edge,0.7432601948059971,0.7510808070185179,0.060937400115817164,0.0036017848425522435,insurance
"('Airbag', 'MakeModel')",mec_edge,0.8388956899559752,0.4587932141617584,0.00020198072017145384,0.09825835907797922,insurance
"('Airbag', 'MedCost')",no_edge,0.5204728899941616,0.5259493256599205,0.002150362207137591,0.00789433714997933,insurance
"('Airbag', 'Mileage')",no_edge,0.6969298685401732,0.4132360996438897,0.20366509994730253,0.0001016593550366568,insurance
"('Airbag', 'OtherCar')",no_edge,0.09873622461861165,0.09977513095244538,1.9440569988886554e-09,0.022108969478687263,insurance
"('Airbag', 'OtherCarCost')",no_edge,0.23685292411794168,0.23934509964929981,0.1410689927869203,0.001356211417786024,insurance
"('Airbag', 'PropCost')",no_edge,0.4431475645020305,0.30930181623127323,0.26535722999539824,0.00044618558541303227,insurance
"('Airbag', 'RiskAversion')",no_edge,0.6607611933665879,0.40037671258519975,0.35512214613766824,0.0011934061512247351,insurance
"('Airbag', 'RuggedAuto')",no_edge,0.4690425595835095,0.3215637504218378,0.00011279862289316713,0.0256331944615166,insurance
"('Airbag', 'SeniorTrain')",no_edge,0.3924024759682716,0.3965313498367045,0.0,0.00044079441764038885,insurance
"('Airbag', 'SocioEcon')",no_edge,0.5875842023241362,0.3725556280139406,1.760673575038573e-07,0.15005361426068217,insurance
"('Airbag', 'Theft')",no_edge,0.9601234693771334,0.9702259252635254,0.17138933769193243,0.0003131783341197491,insurance
"('Airbag', 'ThisCarCost')",no_edge,0.14699320357221624,0.1485398716852778,0.006858230868355199,0.03335228564893494,insurance
"('Airbag', 'ThisCarDam')",no_edge,0.2469804350046092,0.19973057975602831,0.013477944583422398,0.008911880101535069,insurance
"('Airbag', 'VehicleYear')",mec_edge,0.05286871091384765,0.05342499751324096,1.446219788496434e-12,0.4305003529215883,insurance
"('AntiTheft', 'Antilock')",no_edge,0.24011715371953446,0.24367345342049512,0.9999999997670845,0.020454733536782788,insurance
"('AntiTheft', 'CarValue')",no_edge,0.8636343415828741,0.46707179396999354,2.3577887657154785e-07,0.031806718944801526,insurance
"('AntiTheft', 'Cushioning')",no_edge,0.9656540309545181,0.4949382788362732,0.04388280270554313,0.01007469118275478,insurance
"('AntiTheft', 'DrivHist')",no_edge,0.35078463452266395,0.26252599351221334,1.7707221820668572e-08,0.04447343794301614,insurance
"('AntiTheft', 'DrivQuality')",no_edge,0.5403456281624951,0.3541505748003828,0.12867490403194864,0.01883778585176052,insurance
"('AntiTheft', 'DrivingSkill')",no_edge,0.4079763137595348,0.29279578556625796,0.21506028026716306,0.007190086013933172,insurance
"('AntiTheft', 'GoodStudent')",no_edge,0.7665277417435878,0.7778805432261708,0.0,5.835970204637331e-05,insurance
"('AntiTheft', 'HomeBase')",no_edge,0.8788882119025483,0.4714322752753373,0.17668040535382745,0.09746449757116739,insurance
"('AntiTheft', 'ILiCost')",no_edge,0.7390781418665404,0.7500243959520629,0.2919591230402405,0.0005341845567263317,insurance
"('AntiTheft', 'MakeModel')",no_edge,0.8430777428954317,0.4610803847037702,0.022352494841159573,0.03546751878395594,insurance
"('AntiTheft', 'MedCost')",no_edge,0.516290837054705,0.5239374583851034,0.0832709014288398,0.003301246359242234,insurance
"('AntiTheft', 'Mileage')",no_edge,0.70111192147963,0.41571579713314394,0.022088621085843085,0.0010011706353244693,insurance
"('AntiTheft', 'OtherCar')",no_edge,0.0945541716791547,0.09595458379989787,0.0,0.009439241381818453,insurance
"('AntiTheft', 'OtherCarCost')",no_edge,0.23267087117848495,0.23611688632890923,0.008450796540455958,0.0045201726259585795,insurance
"('AntiTheft', 'PropCost')",no_edge,0.44732961744148714,0.3122207458912,0.017883112535936167,0.004279199187148405,insurance
"('AntiTheft', 'RiskAversion')",pc_solved,0.6649432463060446,0.4029107545727836,0.004178151983340014,0.3180390906346211,insurance
"('AntiTheft', 'RuggedAuto')",no_edge,0.47322461252296655,0.3244308604531077,0.0003705212802855209,0.006667120024726553,insurance
"('AntiTheft', 'SeniorTrain')",no_edge,0.38822042302881465,0.39397023370638434,4.562572578523352e-05,0.05284524050296144,insurance
"('AntiTheft', 'SocioEcon')",mec_edge,0.5917662552635928,0.3752072434812798,0.0005054759131954277,0.0643134423491639,insurance
"('AntiTheft', 'Theft')",mec_edge,0.9559414164376766,0.970099564328202,0.0,0.0016844884502163794,insurance
"('AntiTheft', 'ThisCarCost')",no_edge,0.1428111506327595,0.1449262817028301,2.042644467586049e-05,0.010773323090683073,insurance
"('AntiTheft', 'ThisCarDam')",no_edge,0.2511624879440659,0.20311256366966304,0.00011707575552571877,0.01042981316907926,insurance
"('AntiTheft', 'VehicleYear')",no_edge,0.04868665797439087,0.049407740764658065,0.011827412417493575,0.018507073223533954,insurance
"('Antilock', 'CarValue')",no_edge,1.1037514953024088,0.5969322503585143,0.029951387410145157,0.238002521217201,insurance
"('Antilock', 'Cushioning')",no_edge,1.2057711846740524,0.6180084126227376,0.5911971846994033,0.0401846764775258,insurance
"('Antilock', 'DrivHist')",no_edge,0.5909017882421987,0.44222883148094094,0.19168869771548694,0.0008350460805957166,insurance
"('Antilock', 'DrivQuality')",no_edge,0.7804627818820293,0.5115269346284153,0.048531178899135774,0.0015166621997633467,insurance
"('Antilock', 'DrivingSkill')",no_edge,0.648093467479069,0.4651226787708562,0.13142312162808314,0.001152005853180954,insurance
"('Antilock', 'GoodStudent')",no_edge,0.5264105880240534,0.7063180477025871,0.0,0.0024141717617598493,insurance
"('Antilock', 'HomeBase')",no_edge,1.1190053656220829,0.6002301981256095,0.9121141733608336,0.041789612590634614,insurance
"('Antilock', 'ILiCost')",no_edge,0.4989609881470059,0.6694872007620856,0.5403470321512917,0.0019160977975120862,insurance
"('Antilock', 'MakeModel')",mec_edge,1.0831948966149665,0.5924007884790472,0.36315904354379447,0.23250387576461712,insurance
"('Antilock', 'MedCost')",no_edge,0.27617368333517045,0.37055952383544566,0.18623628235784417,0.002529374959476329,insurance
"('Antilock', 'Mileage')",no_edge,0.9412290751991643,0.5580903466247519,0.1717849226556457,0.00029725848653498754,insurance
"('Antilock', 'OtherCar')",no_edge,0.14556298204037954,0.1633976202672334,0.0,0.01834955530651261,insurance
"('Antilock', 'OtherCarCost')",no_edge,0.00744628254104962,0.009892308072200096,0.0896279534122828,0.0005094047966445539,insurance
"('Antilock', 'PropCost')",no_edge,0.6874467711610219,0.47981429193086356,0.5391604610483076,0.0018870446800373225,insurance
"('Antilock', 'RiskAversion')",no_edge,0.9050604000255793,0.5484055530062709,0.034757972877416665,0.0011047655163475278,insurance
"('Antilock', 'RuggedAuto')",no_edge,0.7133417662425006,0.4890491257108113,0.0026171944182445447,0.0074933516064177585,insurance
"('Antilock', 'SeniorTrain')",no_edge,0.1481032693092803,0.19871943007370038,0.0,0.0003466213582606764,insurance
"('Antilock', 'SocioEcon')",no_edge,0.8318834089831275,0.5274526521343069,0.002947999649873953,0.1713355751280874,insurance
"('Antilock', 'Theft')",no_edge,0.7158242627181421,0.9604662353754169,0.0,0.0007159849813661683,insurance
"('Antilock', 'ThisCarCost')",no_edge,0.09730600308677495,0.11548381105001605,0.09094918457561284,0.035425564760924365,insurance
"('Antilock', 'ThisCarDam')",no_edge,0.4912796416636006,0.39729287726768114,0.4129563235252192,0.008268199871804119,insurance
"('Antilock', 'VehicleYear')",pc_solved,0.1914304957451436,0.20436281777857598,5.828533781935596e-06,0.21112495695619843,insurance
"('CarValue', 'Cushioning')",no_edge,0.1020196893716443,0.05228937885248778,2.481528865700269e-09,0.07551598305501983,insurance
"('CarValue', 'DrivHist')",no_edge,0.5128497070602096,0.27736001358465195,0.1397351379621934,0.004530933250290522,insurance
"('CarValue', 'DrivQuality')",no_edge,0.3232887134203788,0.1748414022892556,0.2119498057326359,0.00416883049909603,insurance
"('CarValue', 'DrivingSkill')",no_edge,0.45565802782333975,0.246429538804825,0.15551244467744976,0.0042875569560380695,insurance
"('CarValue', 'GoodStudent')",no_edge,1.6301620833264623,0.8816262763771637,0.10203343679893953,0.007296799268561871,insurance
"('CarValue', 'HomeBase')",no_edge,0.015253870319674734,0.00818211769616538,2.3546892691521013e-17,0.07112062314280837,insurance
"('CarValue', 'ILiCost')",no_edge,1.6027124834494142,0.8667809497834656,0.018271123175823467,0.004854516438785277,insurance
"('CarValue', 'MakeModel')",pc_solved,0.020556598687442307,0.011117445155396756,2.548424371697001e-28,0.4303465599695568,insurance
"('CarValue', 'MedCost')",no_edge,1.379925178637579,0.7462928437390879,0.23619567728852925,0.007363174803038403,insurance
"('CarValue', 'Mileage')",pc_solved,0.16252242010324403,0.08789557647608073,0.3350634151824788,0.05116476536975583,insurance
"('CarValue', 'OtherCar')",no_edge,0.9581885132620288,0.5182086981748291,4.3487614757334826e-05,0.01755245822842493,insurance
"('CarValue', 'OtherCarCost')",no_edge,1.0963052127613588,0.5929051426146501,0.17537831476491206,0.002019114277226182,insurance
"('CarValue', 'PropCost')",no_edge,0.41630472414138686,0.2251464363801494,0.027613209375682457,0.012242931406714706,insurance
"('CarValue', 'RiskAversion')",no_edge,0.1986910952768295,0.10745636416764273,0.020644197128501296,0.004112487991192037,insurance
"('CarValue', 'RuggedAuto')",no_edge,0.39040972905990734,0.21114187307690796,1.4328762013528407e-05,0.040396369107524116,insurance
"('CarValue', 'SeniorTrain')",no_edge,1.2518547646116889,0.6770296438483594,0.031244329244125985,0.0036683415688232995,insurance
"('CarValue', 'SocioEcon')",no_edge,0.27186808631928105,0.14703203507123452,1.3589718492066334e-06,0.24725745513402703,insurance
"('CarValue', 'Theft')",mec_edge,1.8195757580205507,0.9840652144579131,0.5330657999548234,0.001798908753531562,insurance
"('CarValue', 'ThisCarCost')",mec_edge,1.0064454922156334,0.5443070972844821,0.2497527336548955,0.10508406698686507,insurance
"('CarValue', 'ThisCarDam')",no_edge,0.6124718536388081,0.33123778624978906,0.048337004820678285,0.01165574049777739,insurance
"('CarValue', 'VehicleYear')",pc_solved,0.9123209995572648,0.4934025726196984,2.308455260860997e-07,0.29556365716226585,insurance
"('Cushioning', 'DrivHist')",no_edge,0.6148693964318541,0.3151464096082807,0.2340474503942127,0.0016328587466943323,insurance
"('Cushioning', 'DrivQuality')",no_edge,0.4253084027920231,0.21798843281834027,0.013688880350495647,0.0013995271261927067,insurance
"('Cushioning', 'DrivingSkill')",no_edge,0.5576777171949838,0.2858332701423034,0.0041392238481030574,0.0015603072980041321,insurance
"('Cushioning', 'GoodStudent')",no_edge,1.7321817726981057,0.8878159648578579,0.251672243691756,0.0037622997381006086,insurance
"('Cushioning', 'HomeBase')",no_edge,0.08676581905197,0.04447112916926671,0.015344311162577841,0.05340910873921084,insurance
"('Cushioning', 'ILiCost')",no_edge,1.7047321728210587,0.8737468911706066,0.09822582086476139,0.005201514206150743,insurance
"('Cushioning', 'MakeModel')",no_edge,0.12257628805908638,0.06282549970628223,5.856099082190521e-33,0.23940362236325824,insurance
"('Cushioning', 'MedCost')",mec_edge,1.481944868009223,0.7595590333504021,4.42131148696863e-13,0.0380739164365462,insurance
"('Cushioning', 'Mileage')",no_edge,0.2645421094748883,0.1355889502307529,0.20313488153043868,0.0028084515911131966,insurance
"('Cushioning', 'OtherCar')",no_edge,1.0602082026336728,0.5434012660837987,0.0012264288108433177,0.01807100702431251,insurance
"('Cushioning', 'OtherCarCost')",no_edge,1.198324902133003,0.6141918798413721,0.04281464362875109,0.002345942276175343,insurance
"('Cushioning', 'PropCost')",no_edge,0.5183244135130309,0.265663047923468,0.103736497682402,0.002602877175389707,insurance
"('Cushioning', 'RiskAversion')",no_edge,0.30071078464847356,0.15412691648405774,0.23793122532026578,0.003183218985309816,insurance
"('Cushioning', 'RuggedAuto')",pc_solved,0.49242941843155164,0.2523907745364534,7.573786961344468e-06,0.4280978826288608,insurance
"('Cushioning', 'SeniorTrain')",no_edge,1.353874453983333,0.6939175631592954,0.23766544054165295,0.0006855487829789259,insurance
"('Cushioning', 'SocioEcon')",no_edge,0.37388777569092535,0.19163320013843024,9.961174791648031e-20,0.09939674608670925,insurance
"('Cushioning', 'Theft')",no_edge,1.9215954473921948,0.9848984344960564,0.07136828204139589,0.0016751379422831492,insurance
"('Cushioning', 'ThisCarCost')",no_edge,1.108465181587278,0.5681349961149638,0.014242588843207723,0.012752756151570087,insurance
"('Cushioning', 'ThisCarDam')",no_edge,0.7144915430104521,0.36620694700680223,0.025640853887758577,0.011819174813192945,insurance
"('Cushioning', 'VehicleYear')",no_edge,1.014340688928909,0.5198922374256826,0.16099101788982711,0.06131584562851622,insurance
"('DrivHist', 'DrivQuality')",no_edge,0.1895609936398308,0.12424109932298588,0.0005450891515910207,0.3016979509755142,insurance
"('DrivHist', 'DrivingSkill')",pc_solved,0.057191679236870296,0.04104523249328367,0.017538523851253936,0.32788870872053827,insurance
"('DrivHist', 'GoodStudent')",no_edge,1.1173123762662518,0.8361926742941135,0.4840373392739332,0.008989856376255632,insurance
"('DrivHist', 'HomeBase')",no_edge,0.5281035773798846,0.2832727390054577,4.213341716087652e-05,0.028998369477795605,insurance
"('DrivHist', 'ILiCost')",no_edge,1.0898627763892046,0.8156494897585632,0.03758024827269051,0.024548907751573347,insurance
"('DrivHist', 'MakeModel')",no_edge,0.49229310837276774,0.26923578247478896,0.14054453890247837,0.005903947122289786,insurance
"('DrivHist', 'MedCost')",no_edge,0.8670754715773692,0.6489162500965036,0.8708088558029294,0.01750775525042365,insurance
"('DrivHist', 'Mileage')",no_edge,0.3503272869569658,0.2077223092248304,0.259850183126221,0.0009329149553905167,insurance
"('DrivHist', 'OtherCar')",no_edge,0.44533880620181887,0.3332900048679921,0.6210408495435149,0.0037529467424760876,insurance
"('DrivHist', 'OtherCarCost')",no_edge,0.5834555057011489,0.43665605967261534,0.49359399661384207,0.0759991898524808,insurance
"('DrivHist', 'PropCost')",no_edge,0.09654498291882296,0.06738509010732119,0.0008736712038576832,0.06615759455127337,insurance
"('DrivHist', 'RiskAversion')",pc_solved,0.3141586117833808,0.19035892767143264,0.3585115573648354,0.09264376880270013,insurance
"('DrivHist', 'RuggedAuto')",no_edge,0.12243997800030204,0.08394176119605316,0.5365951229175207,0.0010344533383945254,insurance
"('DrivHist', 'SeniorTrain')",no_edge,0.7390050575514789,0.5530688002005902,1.2634592635134108e-19,0.0527233907732859,insurance
"('DrivHist', 'SocioEcon')",no_edge,0.240981620740929,0.1527935208261914,0.22966839615201406,0.006878376291402099,insurance
"('DrivHist', 'Theft')",no_edge,1.3067260509603407,0.9779492059093887,0.5395779132117333,0.0009323268541071824,insurance
"('DrivHist', 'ThisCarCost')",no_edge,0.4935957851554237,0.3694053591249771,0.900463056960222,0.08215623918791565,insurance
